id,name,gender,born,died,species,height,weight,hair_color,eye_color,skin_color,blood_status,marital_status,nationality,animagus,boggart,house,patronus,alias_names,jobs,titles,family_members,romances,wands,image,wiki
068dbabe-7d81-4bdf-95b9-8253cde5b12a,Elsie,Female,Before September 1927,,,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Elsie
fe5ed5d5-e07f-4d96-9754-8ca6d38a7815,Gordon Pummell,Male,31 August 1985 or earlier,,Human,,,,,,,,British or Irish,,,Slytherin,,,,,['Gordon Pummell (I) (possibly)'],,,,https://harrypotter.fandom.com/wiki/Gordon_Pummell_(II)
4aa01ac8-8520-4bf9-98de-19f1af128be4,Crispin Cronk,Male,1795,1872 (age 76-77),Human,,,Red,,Pale,,,British,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e3/Crispin_Cronk.jpg,https://harrypotter.fandom.com/wiki/Crispin_Cronk
661e32b9-3d3c-4cc8-b962-9a01b23ac790,Brutus Malfoy,Male,,,Human,,,Blond,,Light,Pure-blood,,British,,,,,,['Editor of Warlock at War'],,"['Armand Malfoy (ancestor) †', 'Nicholas Malfoy (ancestor) †', 'Lucius Malfoy I (ancestor) †', 'Septimus Malfoy (descendant) †', 'Abraxas Malfoy (descendant) †', 'Lucius Malfoy (descendant)', 'Draco Malfoy (descendant)', 'Scorpius Malfoy (descendant)']",,,https://static.wikia.nocookie.net/harrypotter/images/b/bc/Brutus_Malfoy.png,https://harrypotter.fandom.com/wiki/Brutus_Malfoy
f483ab47-643a-4f8c-a787-cd1fb13a9e76,Porteus Knatchbull,Male,Before 1764,,Human,,,,,,Pure-blood or Half-blood,,,,,,,,['British Minister for Magic (1781-1789)'],['Minister for Magic'],,,,,https://harrypotter.fandom.com/wiki/Porteus_Knatchbull
cf8f1083-d14d-4046-a9b8-db701701e38c,Unidentified Gryffindor boy,Male,1980s,,Human,,,Brown,,Light,,,British or Irish,,,Gryffindor,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/d/dd/GryffindorBoy_HPOP.JPG,https://harrypotter.fandom.com/wiki/Unidentified_Gryffindor_boy_(II)
ea61d6e4-ce5d-422a-8095-fe14c5d9374e,Giffard Abbott,Male,,Before 1989,Human,,,Red,Brown,White,,,British or Irish,,,Hufflepuff,,,['Headmaster of Hogwarts School'],"['Professor', 'Headmaster']","['Abbott (possibly) †', 'Mrs Abbott (possibly) †', 'Hannah Abbott (possibly)']",,,https://static.wikia.nocookie.net/harrypotter/images/f/f1/GiffardAbbott2.jpg,https://harrypotter.fandom.com/wiki/Giffard_Abbott
322d3546-68de-4444-9d14-4a9342106b2e,Saint Brutus,Male,,1993 or earlier,Human,,,,,,Muggle,,,,,,,,,['Saint'],,,,,https://harrypotter.fandom.com/wiki/Brutus
2d145003-bced-4413-a163-1710e4a434d9,Kevin Broadmoor,Male,c. 1941 or earlier,,Human,,,Dark,,White,,,,,,,,,['Beater for the Falmouth Falcons'],['Beater'],"['Karl Broadmoor (brother)', 'Broadmoor family']",,,https://static.wikia.nocookie.net/harrypotter/images/4/4b/Kevin-Broadmoor.png,https://harrypotter.fandom.com/wiki/Kevin_Broadmoor
52b4cb45-7d5f-4a3c-b746-fb87d6862a22,Ross Gibberd,Male,c. 1985 or earlier,,Human,,,,,,,,,,,,,,,,['Ross Gibberd (I) (possibly)'],,,,https://harrypotter.fandom.com/wiki/Ross_Gibberd_(II)
d413fa9e-dc40-4d9f-83c3-6fcafb886ae1,Ranrok,Male,,,Goblin,,,,Black,Light,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e5/RanrokHL.png,https://harrypotter.fandom.com/wiki/Ranrok
1a3ac29a-251e-43cb-bf05-d795f86b2545,Malkin,Female,,,Human,,,,,,,,British,,Lord Voldemort,,Non-corporeal,,"['Shop owner, Tailor']",['Madam'],,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/0/0b/MadamMalkin.jpg,https://harrypotter.fandom.com/wiki/Malkin
99e61811-8cea-4fd5-9980-1a615b079c6d,Wladyslaw Wolfke,Male,After 1976,,Human,,,,,,,,Polish,,,,,,['Seeker for the Polish National Quidditch team'],,,,,,https://harrypotter.fandom.com/wiki/Wladyslaw_Wolfke
7c486f09-310b-4d11-8a53-a02776d0652b,Aki Sugiyama,Female,"31 August 1982 or earlier,",,Human,,,,,,,,British or Irish,,,Hufflepuff,,,,,,,,,https://harrypotter.fandom.com/wiki/Aki_Sugiyama
6d15c670-0cf6-466f-9e67-45062a8b5eef,Lisa Cullen,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,,,,,,https://harrypotter.fandom.com/wiki/Lisa_Cullen
2297ad1b-6f44-467d-b45e-94acd0ba7d71,Prendergast,Male,1890 or earlier,,Human,,,,,,,,British or Irish,,,,,,['Hogwarts School of Witchcraft and Wizardry professor'],"['Professor', 'Head of House']",,,,,https://harrypotter.fandom.com/wiki/Prendergast
9040bcdb-2be0-4e26-8408-b870ec69f911,Unidentified student,Female,On or before 31 August 1986,,,,,Dark,,Light brown,,,British or Irish,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/0/07/HPDH2-1282_%281%29.jpg,https://harrypotter.fandom.com/wiki/Unidentified_female_Hogwarts_student_who_helped_the_unidentified_female_Hogwarts_teacher_(XII)
91538730-8e16-40d6-8c7b-d8d53779e523,Valmai Morgan,Female,1982 or earlier,,Human,,,,,,,,,,,,,,['Chaser for the Holyhead Harpies'],['Chaser'],['Gwendolyn Morgan (possibly)'],,,,https://harrypotter.fandom.com/wiki/Valmai_Morgan
126e032b-f061-4c52-9c71-f9ef137e2001,Sol Campbell,Male,,,Human,,,,,,Muggle,,,,,,,,['Professional footballer'],,,,,,https://harrypotter.fandom.com/wiki/Sol_Campbell
695dc5e1-1190-436d-a793-03332d1321b4,Rosmerta's cat,,Pre 1997,,Cat,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Rosmerta's_cat
f9b66aa1-bbe2-4e28-90d9-715628fedcd2,Rufus Winickus,Male,c. 1940s,,Human,,,,,,,,British or Irish,,,Slytherin,,,,['Quidditch Captain'],,,,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Slytherin_House_Captain%27s_Plaque.jpg,https://harrypotter.fandom.com/wiki/Rufus_Winickus
aaf0e86d-3994-41e7-9769-cc0468d7a7e3,Ermessende Lestrange,Female,1679,1685 (aged 6),Human,,,,,,Pure-blood or half-blood,,French,,,,,,,,['Lestrange family'],,,,https://harrypotter.fandom.com/wiki/Ermessende_Lestrange
f785a4ea-355b-4b60-90ee-1ba20853149f,Sophia Prickett,Female,Between 1709 and 1713,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,['Captain'],,,,,https://harrypotter.fandom.com/wiki/Sophia_Prickett
2b1d27dd-ea8e-4250-95b2-0bbeac272307,Andre Egwu's grandmother,Female,,,Human,,,,,,,,,,,,,,['Quidditch player'],,"['Andre Egwu (grandson)', 'Granddaughter']",,,,https://harrypotter.fandom.com/wiki/Andre_Egwu's_grandmother
2431b0f1-c69d-4afd-9a0e-3e242ebf3c07,Ellerby,,In or before 1923,,Human,,,,,,,,,,,,,,['Broom-maker'],,,,,,https://harrypotter.fandom.com/wiki/Ellerby
e4dc19b6-9966-4f4c-aa9d-26274cabfeb7,Tom,Male,Pre 1926,,Bowtruckle,,,,Black,,,,,,,,,,,,"['Pickett', 'Finn', 'Poppy', 'Marlow', 'Titus']",,,https://static.wikia.nocookie.net/harrypotter/images/d/dc/Bowtruckles.png,https://harrypotter.fandom.com/wiki/Tom_(Bowtruckle)
f5a1cd2c-ccff-43ba-9a00-d3507eac57b5,Rodolphus Lestrange,Male,"Pre 1953, Great Britain",,Human,,,Dark,Dark,Pale,Pure-blood,Widowed,,,,Slytherin,None,,,,"['Lestrange (possible father)', 'Rabastan Lestrange (brother)', 'Bellatrix Black (wife) †', 'Delphini (stepdaughter)', 'Andromeda Tonks (sister-in-law)', 'Narcissa Malfoy (sister-in-law)', 'Ted Tonks (brother-in-law) †', 'Lucius Malfoy (brother-in-law)', 'Nymphadora Tonks (niece) †', 'Draco Malfoy (nephew)', 'Cygnus Black III (father-in-law) †', 'Druella Black (mother-in-law)', 'Radolphus Lestrange (ancestor)', 'F. Lestrange (ancestor)', 'R. Lestrange (ancestor)', 'Leta Lestrange (relative)', 'Lestrange family', 'House of Black (in-laws)']",['Bellatrix Lestrange (wife)'],,https://static.wikia.nocookie.net/harrypotter/images/4/44/RodolphusLestrangeAzkaban.png,https://harrypotter.fandom.com/wiki/Rodolphus_Lestrange
d53cefa9-c78f-4b9d-8217-9473f4a546b6,Agatha Timms,Female,,,Human,,,,,,,,,,,,,,['Eel farmer'],,,,,,https://harrypotter.fandom.com/wiki/Agatha_Timms
0114a37e-6880-4d74-89d6-e91d97e82302,Unidentified Ravenclaw lady,Female,,Before 1991 (possibly),Human,,,Brown,,White,,,British or Irish,,,Ravenclaw,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c3/Ravenclaw_lady.jpg,https://harrypotter.fandom.com/wiki/Unidentified_Ravenclaw_lady
ae70e191-7e38-441b-9453-c03410259a67,Sage Bragnam,Male,,,Human,,,Reddish brown,Brown,White,,,Scottish,,,Ravenclaw,,,"['Magical historian', 'British Ministry of Magic official', 'Head Curator of the Department of Magical Artefacts']",,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/d/da/SageBragnam.png,https://harrypotter.fandom.com/wiki/Sage_Bragnam
b9007bb4-751d-48a2-8595-abc607240ba9,Xavier Rastrick,Male,1750,"1836 (aged 85-86) (possibly), Painswick, England",Human,,,Grey,,White,,,,,,,,,['Wizard entertainer'],,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/f/f0/Xavier_Rastrick_HM.png,https://harrypotter.fandom.com/wiki/Xavier_Rastrick
bce13c63-a634-4750-9533-3f95944178a3,Mike Maloney,Male,,,,,,,,,Muggle,,,,,,,,['Chief Reporter'],,,,,,https://harrypotter.fandom.com/wiki/Mike_Maloney
44cddffe-4ab5-435c-a7ab-84dc37674c18,Olivier Kikkert,Male,Before 1990,,Human,,,,,,,,British,Frog,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Olivier_Kikkert
b7bb2f3d-a696-4b25-96b1-3e1a877c8439,Jane Court,Female,Between 1 September 1968 and 31 August 1969,,Human,,,Blonde,Brown,Light,,,British or Irish,,,Hufflepuff,,,,['Prefect'],,,,https://static.wikia.nocookie.net/harrypotter/images/2/2d/Jane_Court_HM_profile.png,https://harrypotter.fandom.com/wiki/Jane_Court
ca6311b5-786a-4f5a-b98c-04f4be170c81,Oakden Hernshaw,Male,,,Human,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Oakden_Hernshaw
3ede91be-2e85-41f6-8cf0-406c43eec4bd,Amina Qureshi,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Amina_Qureshi
4e1ba961-695e-4a01-8829-8348a05a0f00,Unidentified wizard who dropped an Erumpent horn,Male,Before 1990,,Human,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_wizard_who_dropped_an_Erumpent_horn
cc12ce8f-26d9-412d-a918-7d0ba8033459,Jim Hamilton,Male,"17 November, 1982, Swindon, Wiltshire, England",,Human,,,,,,Squib (suspected),,,,,,,,['Rugby union player'],,['Rubeus Hagrid (possible relation)'],,,,https://harrypotter.fandom.com/wiki/Jim_Hamilton
9f0e4222-e1dc-42e1-9486-3e6df2a6d0b6,Unidentified Muggle woman (II),Female,,,Human,,,,,,Muggle,,British,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_Muggle_woman_(II)
81942442-a36c-4e32-9fde-876313f9def6,Liu Tao,Male,Before 1932,,Human,,,,,,,,Chinese,,,,,,['Chinese Minister for Magic'],['Minister for Magic'],,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/0/0f/Liu_Tao_SODM.png,https://harrypotter.fandom.com/wiki/Liu_Tao
cf109d21-71e4-4dc0-8c1b-f1f499e816a6,Iola Hillicker,Female,,,,,,,,,,,,,,,,,,,"['Tamsin Hillicker (relative)', 'Hillicker family']",,,,https://harrypotter.fandom.com/wiki/Iola_Hillicker
22638a9c-834e-4da9-8ac2-8714d04b238c,Dymphna Furmage,Female,1612,1698 (aged 85-86),Human,,,Red,Green,White,,,British,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/7/76/Dymphna.jpg,https://harrypotter.fandom.com/wiki/Dymphna_Furmage
9053fdce-5d89-4fce-ab89-026ac98a2e08,Doris Irlam,Female,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Hufflepuff,,,,,,,,,https://harrypotter.fandom.com/wiki/Doris_Irlam
d0badb21-f0a8-49e6-887b-66cf74264050,Chief Warlock of the Wizengamot in 1544,Male,,,Human,,,Bald (brown wig),,Light,,,,,,,,,['Chief Warlock of the Wizengamot'],['Chief Warlock'],,,,https://static.wikia.nocookie.net/harrypotter/images/2/23/ChiefWarlock1544.jpg,https://harrypotter.fandom.com/wiki/Chief_Warlock_of_the_Wizengamot_in_1544
e3709bf3-04be-4586-9dd2-9dab825e4ad9,Rufus Scrimgeour,Male,Pre 1968,"1 August, 1997 England, Great Britain",Human,,,Tawny,Yellowish,,,,British,,,,Non-corporeal,,"['Head of Auror Office (formerly)', 'Minister for Magic']",['Minister'],"['Brutus Scrimgeour (possibly)', 'Scrimgeour family']",,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/b/b1/Rufus_Scrimgeour.jpg,https://harrypotter.fandom.com/wiki/Rufus_Scrimgeour
eeab9316-d027-4d80-8b0d-6c36475755a7,Dudley Dursley,Male,23 June 1980,,Human,,Between 265 and 353 lbs (in 1994),Blond,Blue,Light,Muggle,Married,English,,,,,"['Dudders (by Petunia and Vernon Dursley)', 'Ickle Dudleykins (by Petunia Dursley)', 'Popkin (by Petunia Dursley)', 'Diddy (by Petunia Dursley)', 'Diddykins (by Petunia Dursley)', 'My Neffy Poo (by Marge Dursley)', ""Big 'D' (by friends & Harry Potter)"", 'Dud (by Harry Potter)', 'Dinky Diddydums (by Petunia Dursley)']",,,"['Vernon Dursley (father)', 'Petunia Dursley (née Evans) (mother) †', 'Mrs Dursley (wife)', 'Children', 'Mrs Dursley (paternal grandmother)', 'Mr Evans (maternal grandfather) †', 'Mrs Evans (maternal grandmother) †', 'Marjorie Dursley (paternal aunt)', 'Lily J. Potter (née Evans) (maternal aunt) †', 'James Potter I (maternal uncle by marriage) †', 'Harry Potter (maternal first cousin)', 'Ginny Potter (née Weasley) (maternal first cousin-in-law)', 'Dursley family (paternal family)', 'Evans family (maternal family)']",['Mrs Dursley (wife)'],,https://static.wikia.nocookie.net/harrypotter/images/1/19/Dudley_DH.png,https://harrypotter.fandom.com/wiki/Dudley_Dursley
3a590883-386e-4247-abb8-ff0d96112ac1,Ruby,Female,,,Human,,,Blonde,,Light,,,American,,,,,,['Employee of the Magical Congress of the United States of America'],,,['Sam'],,https://static.wikia.nocookie.net/harrypotter/images/1/18/Ruby_FB1.png,https://harrypotter.fandom.com/wiki/Ruby_(witch)
b331a33c-b88b-408c-9abd-af28759c6688,Ravenclaw boy,Male,on or before 2 May 1981 (possibly),,Human,,,Dark,,Light,Pure-blood or half-blood,,British or Irish,,,Ravenclaw,,,,,,,"['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/e/e5/Ravenclaw_Boy_II.png,https://harrypotter.fandom.com/wiki/Unidentified_Ravenclaw_boy_(II)
782364f3-dbbf-4167-8c3f-2c6ea70f5659,Selina Sapworthy,Female,before 1969,,Human,,,Black,Dark,Pale,,,British or Irish,,,Gryffindor,,,"['Author', 'Servant to the International Quidditch Team']",,,,,https://static.wikia.nocookie.net/harrypotter/images/1/16/SelinaSapworthy.jpg,https://harrypotter.fandom.com/wiki/Selina_Sapworthy
b2923cca-e93f-42b8-9774-55e110dc4f04,Ananyo Dhillon,Male,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Ananyo_Dhillon
cd4fe28b-b5ff-4296-b2db-d5962ef1f2ac,Charles Epanel,Male,1936,1972 (aged 35 - 36),Human,,,,,,Muggle,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Charles_Epanel
fb934bea-a272-4499-b22a-04dc5c71a2b4,Goblet of Fire casket carriers,Males,,,Humans,,,Brown,,Light,,,British,,,,,,['British Ministry of Magic employees'],,,,,https://static.wikia.nocookie.net/harrypotter/images/d/dd/Goblet_of_Fire_casket_carriers.jpg,https://harrypotter.fandom.com/wiki/Goblet_of_Fire_casket_carriers
d3724dcd-0015-41d5-a5a3-e1cd894e350e,Ingolfr the Iambic,Male,"Middle Ages, Norway",,Human,,,,,,,,Norwegian,,,,,,['Poet'],,,,,,https://harrypotter.fandom.com/wiki/Ingolfr_the_Iambic
489733ee-f6df-4a06-bfff-c2dc7b613bbb,Erling the Great,Male,1010 or 1011,"31 October, before 1985",Ghost (formerly Human),,,,,,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/a/ac/ErlingTheGreat.png,https://harrypotter.fandom.com/wiki/Erling_the_Great
1603fb07-7160-44eb-a0a0-fdc18fa3b111,Takashi Noda,Male,31 August 1982 or earlier,,Human,,,,,,,,British or Irish,,,Ravenclaw,,,,,,,,,https://harrypotter.fandom.com/wiki/Takashi_Noda
28cebb7a-025c-4c5e-b268-5b3fd28be38b,Ernest Prang,Male,Before 1976 (most likely),,Human,,,,,,,,British or Irish,,Lord Voldemort,Gryffindor,None,"['Ernie (by Dre Head)', 'Ern (by Stan Shunpike)']",['Driver of the Knight Bus'],,,,,https://static.wikia.nocookie.net/harrypotter/images/a/ad/ErniePrang.jpg,https://harrypotter.fandom.com/wiki/Ernest_Prang
c0f3b072-7342-4795-869e-a07c92ee4112,Crispin Cronk's sphinxes,,Before or during the 19th century,,Sphinxes,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Crispin_Cronk's_sphinxes
dcf1221c-bcca-4ba0-bb42-6004a5c46ea6,Miraphora Mina,Female,21 January – 18 February,,Human,5' 10',,Blonde,Green,,,,,,,,,,['Worker in the Runes & Symbols department of the Ministry of Magic'],,"['M. Mina (possibly)', 'Miraphora Mina (possibly)', 'Ruth Mina (possibly)']",,,https://static.wikia.nocookie.net/harrypotter/images/a/a1/MiraphoraMinaInUniverse.jpg,https://harrypotter.fandom.com/wiki/Miraphora_Mina_(Ministry_employee)
aa76316f-9e88-4768-a86c-867ed8040d45,Silas Crump,Male,,,Human (Werewolf),,,Light brown,Grey,White,,,British,,,Slytherin (possibly),,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/c/cc/SilasCrump.png,https://harrypotter.fandom.com/wiki/Silas_Crump
58e2dd27-e8aa-4adb-a765-bd427d8cbabe,Elveira Elkins,Female,,,Human,,,,,,,,British,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Elveira_Elkins
61af7641-570e-4ed5-800f-798f7e046ca2,Violetta Hobday,Female,1981 or earlier,,Human,,,,,,,Married,British,,,,,,,,"['Hilliard Hobday (husband)', 'Egmont Hobday (son)', 'Oakden Hobday (possibly)']",,,,https://harrypotter.fandom.com/wiki/Violetta_Hobday
817146e9-e700-4554-8ac8-2094bdac5498,Unidentified Merwoman at the Great Lake,Female,Before 1990,,Merperson,,,Yellow,Red,Grey,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/a/a7/Unidentified_Merwoman_HM638.jpg,https://harrypotter.fandom.com/wiki/Unidentified_Merwoman_at_the_Great_Lake
99e50112-ba32-4201-af6f-b0db3affd65a,Arthur Weasley's ten subordinates,,,,Humans,,,,,,,,British,,,,,,['Office for the Detection and Confiscation of Counterfeit Defensive Spells and Protective Objects employees'],,,,,,https://harrypotter.fandom.com/wiki/Arthur_Weasley's_ten_unidentified_subordinates
f44f74d7-e5e3-46e0-9765-d45d2f9ecd83,Adrian,Male,"Between 1 September, 1959 and 31 August, 1960",,Human,,,,,,,,British or Irish,,,,,,['Photographer at the Daily Prophet'],,,,,https://static.wikia.nocookie.net/harrypotter/images/5/56/Adrian_1.jpg,https://harrypotter.fandom.com/wiki/Adrian
26bc8b16-a4a6-49ef-93d0-2dfd61d91fe2,Griphook,Male,Pre-1990,"1 May, 1998, Malfoy Manor, Wiltshire, England",Goblin,,,,Black,Sallow,,,British,,Lord Voldemort,,,,['Employee at Gringotts Wizarding Bank'],,,,,https://static.wikia.nocookie.net/harrypotter/images/5/53/Griphook_TDH_SF.png,https://harrypotter.fandom.com/wiki/Griphook
d3f0c486-681b-423a-afb0-e6dbed032461,Unidentified female Swedish Short-Snout,Female,Pre 1994,,Dragon (Swedish Short-Snout),,,,Yellow,Blue-grey,,,,,,,,,,,,,,https://static.wikia.nocookie.net/harrypotter/images/e/ed/Swedish_Short-Snout_LEGOY1.png,https://harrypotter.fandom.com/wiki/Unidentified_female_Swedish_Short-Snout
32f8795b-53de-431a-9a44-9a2a1b0d386d,Eric Murley,Male,Between 1975 and 1978,,Human,,,,,,,,British or Irish,,,,,,,['Prefect'],,,,,https://harrypotter.fandom.com/wiki/Eric_Murley
1ae090c9-b7d6-47d3-962f-d32708a7ab87,Ryan Henry,Male,,,Human,,,,,,,,British or Irish,,,Gryffindor,,,,,,,,,https://harrypotter.fandom.com/wiki/Ryan_Henry
bdc9e49e-cf95-4b98-9207-732544941846,Anne Boleyn,Female,"1501/1507, Norfolk, England, Great Britain","19 May 1536 (aged 29-35), London, England, Great Britain",Human,,,Dark,Dark,Pale,Squib (possibly),Married (28th May 1533 - 17th May 1536)Divorced (17th - 19th May 1536),,,,,,,,"['Lady Anne Boleyn', 'Marquess of Pembroke', 'Queen Consort of England']","['King Henry VIII (ex-husband)', 'Queen Elizabeth I (daughter)', 'Queen Mary I (ex-stepdaughter)', 'King Henry VII (ex-father-in-law)', 'William I (ancestor)', 'Queen Elizabeth II (distant relative)', 'House of Tudor']",['King Henry VIII (ex-husband)'],,https://static.wikia.nocookie.net/harrypotter/images/3/3f/Boleyn.JPG,https://harrypotter.fandom.com/wiki/Anne_Boleyn
92d27e19-ad7b-40a7-a7e1-a08097716b2e,Jody Jacknife,Female,c. 1950s,,Human,,,,,,,,British or Irish,,,Slytherin,,,,['Quidditch Captain'],,,,https://static.wikia.nocookie.net/harrypotter/images/f/f2/Slytherin_House_Captain%27s_Plaque.jpg,https://harrypotter.fandom.com/wiki/Jody_Jacknife
a194019d-93f3-459c-935c-a785d2c65133,Hengist of Woodcroft,Male,"982 or laterWoodcroft, Gloucestershire",,Human,,,Red,,White,,,English,,,Hufflepuff,,,['Founder of Hogsmeade'],,,,,https://static.wikia.nocookie.net/harrypotter/images/c/cf/Hengist_of_Woodcroft_Chocolate_Frog_Card.png,https://harrypotter.fandom.com/wiki/Hengist_of_Woodcroft
9009234f-612e-4150-97fb-c29a9a11dca4,Bridget Wenlock's cousin,Female,Before 1286,After 1202,Human,,,,,Pale,,,Scottish,,,,,,,,['Bridget Wenlock (cousin)'],,,https://static.wikia.nocookie.net/harrypotter/images/d/da/BridgetWenlock%27sCousin.png,https://harrypotter.fandom.com/wiki/Bridget_Wenlock's_cousin
c9d7f976-53e0-4f1e-964f-9241e37c05b0,John Terry,Male,,,Human,,,,,,Muggle,,,,,,,,['Footballer'],['Captain'],,,,,https://harrypotter.fandom.com/wiki/John_Terry
b3883cd6-2906-4238-8a94-8f8e0979ac9e,Mrs Ollivander,Female,,,Human,,,,,,,Married,,,,,,,,,"['Garrick Ollivander (husband)', 'Son', 'Daughter  †', 'Gervaise Ollivander (father-in-law)', 'Mother-in-law']",,,,https://harrypotter.fandom.com/wiki/Garrick_Ollivander's_wife
4ebbc5fb-b2f1-4249-b5e2-e8ecfc3b49ec,Clara Ivanova,Female,"before 1977, Bulgaria (possibly)",,Human,,,Red,Green,White,,,Bulgarian,,,,,,['Chaser for the Bulgarian National Quidditch team'],['Chaser'],,,,https://static.wikia.nocookie.net/harrypotter/images/5/5c/Clara_Ivanova.png,https://harrypotter.fandom.com/wiki/Clara_Ivanova
d83aac21-8b6c-4611-b588-871742041960,Unidentified sleeping Headmaster with starmap,Male,,1990s or earlier,Human,,,,,Light,,,,,,,,,['Headmaster of Hogwarts School'],"['Professor', 'Headmaster']",,,,https://static.wikia.nocookie.net/harrypotter/images/1/12/Unidentified_Sleeping_Headmaster_with_Starmap.jpg,https://harrypotter.fandom.com/wiki/Unidentified_sleeping_Headmaster_with_starmap
a13af2b3-d1a8-4729-aca6-c79246cc888d,Alfred Cattermole,Male,c. Between 1987 and 1994 (possibly),,Human,,,,,,Half-blood or Squib,,,,,,,,,,"['Reginald Cattermole (father)', 'Mary Cattermole (mother)', 'Maisie Cattermole (sister)', 'Ellie Cattermole (sister)', 'Paternal grandfather', 'Maternal grandfather', 'Maternal grandmother', 'Cattermole family']",,,,https://harrypotter.fandom.com/wiki/Alfred_Cattermole
546e151c-8c41-4f09-a9cb-3eef56b56f8c,Basil,Male,,,Human,,,Grey,,White,Pure-blood or Half-blood,,,,,,,,['Department of Magical Transportation employee'],,,,,https://static.wikia.nocookie.net/harrypotter/images/6/6e/Basil.png,https://harrypotter.fandom.com/wiki/Basil
ee41a4e1-e4a4-4ded-a3e2-c7c61bef7008,N. Amorinus,,,,Human,,,,,,,,,,,,,,['Reporter for The New York Ghost'],,['Danielle Amorinus (possibly)'],,,,https://harrypotter.fandom.com/wiki/N._Amorinus
270a2efa-1458-4b6b-ba21-562608f5fe73,Constance Pickering's older brother,Male,,,Human,,,,,,Half-blood,,British,,,,,,,,"['Mother', 'Constance Pickering (sister)', 'Sister', 'Brother', 'Grandmother', 'Matthias Pickering (grandfather)', 'Grandfather', 'Pickering family']",,,,https://harrypotter.fandom.com/wiki/Constance_Pickering's_older_brother
67624fba-501e-46c3-b047-0b140fe3c07e,Edith Nesbit,Female,"15 August, 1858, Surrey, England","4 May, 1924 (aged 65), Kent, England",Human,,,Dark,Dark,White,Muggle,,English,,,,,,"['Author, Poet']",,"['John Collis Nesbit (father)', 'Mary Nesbit (sister)', 'Hubert Bland (husband)', 'Paul Bland (son)', 'Iris Bland (daughter)', 'Fabian Bland † (son)', 'Rosamund Bland (adopted stepdaughter)', 'John Bland (adopted stepson)']",,,,https://harrypotter.fandom.com/wiki/Edith_Nesbit
d4eed59e-b09f-4186-9360-9fc4901cc8e7,Unidentified Hogwarts employees,,,,,,,,,,,,,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Unidentified_Hogwarts_employees
793a9789-f6ca-4c96-b8b8-d6fa91eaaa0e,Amata,Female,,,Human,,,Blonde and wavy,,White,,Married,,,,,,,,,['Sir Luckless (husband)'],"['Lover (formerly)', 'Sir Luckless (husband)']","['Unknown length, wood and core']",https://static.wikia.nocookie.net/harrypotter/images/4/46/Amata.jpg,https://harrypotter.fandom.com/wiki/Amata
fc555122-3575-4577-a950-5390473db744,Jay's friend,Male,Before 2006,,Human,,,,,,,,British or Irish,,,,,,,,,,,,https://harrypotter.fandom.com/wiki/Jay's_friend
0ad46155-eb6d-4ad0-92c7-bf543536738c,Arthur B. G.,Male,,,Human,,,,,,,,,,,,,,['Shopkeeper'],,,,,https://static.wikia.nocookie.net/harrypotter/images/4/43/ArthurAd.png,https://harrypotter.fandom.com/wiki/Arthur_G.
